                                                 bin_name, config_name, const_basicHintCount, const_enableBasicHead, const_enableDense, const_enableHash, const_enableHeadNode, const_enablePrefix, const_hashSimdWidth, const_hashSortUseStdMerge, const_hashUseCrc32, const_hashUseSimd, const_headNode4HintCount, const_headNode8HintCount, const_pageSizeInner, const_pageSizeLeaf, data_name, data_size, data_sorted,          op, payload_size, run_id, ycsb_range_len, ycsb_zipf,  time, cycle, instr, L1_miss, LLC_miss, br_miss, task, scale, IPC, CPU, GHz 
page-size-builds/-DPS_I=8192 -DPS_L=16384/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.212, 3238.296, 1321.259,  53.574,   34.514,  13.550, 721.018, 10000000.000, 0.408, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.667, 2969.682, 1544.137,  88.148,   53.593,  16.458, 661.233, 4018639.000, 0.520, 0.996, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.130, 3202.239, 1321.021,  54.503,   34.657,  13.584, 712.991, 10000000.000, 0.413, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 1.826, 2030.467, 1975.009,  50.462,   22.316,  16.858, 452.073, 4018639.000, 0.973, 0.995, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 5.286, 2373.378, 1301.963,  48.502,   25.869,  12.335, 528.605, 10000000.000, 0.549, 1.000, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=16384/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.616, 2903.481, 1281.164,  93.444,   58.873,  16.162, 646.646, 4018639.000, 0.441, 0.993, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=16384/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.343, 3293.087, 1098.728,  68.433,   44.340,  13.950, 733.266, 10000000.000, 0.334, 0.999, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.674, 2970.227, 1544.055,  88.007,   53.610,  16.423, 661.303, 4018639.000, 0.520, 0.994, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.259, 3259.915, 1321.026,  54.201,   34.382,  13.562, 725.834, 10000000.000, 0.405, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.704, 3014.514, 1582.828,  88.204,   53.501,  16.427, 671.174, 4018639.000, 0.525, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.298, 3271.563, 1378.064,  54.668,   34.542,  13.602, 728.668, 10000000.000, 0.421, 0.998, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=16384/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.864, 3200.374, 1333.163, 110.231,   70.103,  13.882, 712.588, 4018639.000, 0.417, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=16384/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              16384, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 8.828, 3963.436, 1186.886,  88.993,   57.566,  11.824, 882.768, 10000000.000, 0.299, 1.000, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=2048/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.917, 3246.454, 1754.374, 105.079,   58.542,  15.374, 723.010, 4018639.000, 0.540, 0.996, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=2048/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 8.169, 3657.952, 1291.740,  97.538,   61.138,  13.802, 814.566, 10000000.000, 0.353, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.337, 2604.126, 1571.515,  57.393,   30.978,  16.285, 579.845, 4018639.000, 0.603, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.684, 3000.196, 1212.441,  47.599,   29.849,  13.695, 668.148, 10000000.000, 0.404, 1.000, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=2048/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.312, 2570.210, 1567.841,  56.907,   30.582,  16.241, 572.384, 4018639.000, 0.610, 0.995, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=2048/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.635, 2979.086, 1210.933,  47.563,   29.674,  13.694, 663.440, 10000000.000, 0.406, 1.000, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=2048/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 1.874, 2094.741, 1918.007,  43.167,   21.031,  16.160, 466.387, 4018639.000, 0.916, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 5.565, 2498.097, 1272.467,  43.243,   24.679,  12.375, 556.235, 10000000.000, 0.509, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.100, 2336.376, 1287.719,  61.318,   32.476,  15.859, 520.229, 4018639.000, 0.551, 0.995, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.252, 2807.716, 1056.931,  56.623,   35.850,  13.828, 625.191, 10000000.000, 0.376, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.313, 2585.121, 1566.875,  57.228,   30.981,  16.222, 575.576, 4018639.000, 0.606, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.619, 2971.429, 1210.961,  47.446,   29.829,  13.641, 661.645, 10000000.000, 0.408, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.359, 2633.778, 1623.317,  57.479,   31.075,  16.189, 586.520, 4018639.000, 0.616, 0.999, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.665, 2984.790, 1267.138,  47.713,   29.778,  13.632, 664.631, 10000000.000, 0.425, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.466, 2745.669, 1405.915,  80.180,   42.906,  13.885, 611.393, 4018639.000, 0.512, 0.996, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=2048/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               2048, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.669, 3441.261, 1257.453,  79.846,   49.660,  11.991, 766.398, 10000000.000, 0.365, 0.999, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=32768/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 3.607, 4018.566, 1544.249, 136.053,   88.877,  13.965, 894.843, 4018639.000, 0.384, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 9.918, 4449.077, 1270.292, 113.286,   80.834,  12.571, 990.783, 10000000.000, 0.286, 0.999, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=32768/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.904, 3245.742, 1608.661, 119.964,   70.102,  16.351, 722.653, 4018639.000, 0.496, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.487, 3360.112, 1258.704,  61.016,   38.514,  13.228, 748.162, 10000000.000, 0.375, 0.999, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.845, 3179.909, 1605.565, 119.833,   70.127,  16.300, 707.985, 4018639.000, 0.505, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.576, 3401.896, 1258.609,  60.819,   38.682,  13.219, 757.585, 10000000.000, 0.370, 1.000, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=32768/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.055, 2286.702, 2111.769,  60.817,   26.364,  18.469, 509.155, 4018639.000, 0.923, 0.996, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 5.747, 2580.513, 1302.042,  56.256,   28.691,  13.099, 574.708, 10000000.000, 0.505, 1.000, 4.490 
page-size-builds/-DPS_I=8192 -DPS_L=32768/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.912, 3247.344, 1358.215, 124.237,   76.802,  15.704, 723.105, 4018639.000, 0.418, 0.998, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.931, 3561.931, 1040.537,  72.172,   48.395,  13.609, 793.108, 10000000.000, 0.292, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.834, 3162.144, 1604.955, 120.357,   70.725,  16.322, 704.033, 4018639.000, 0.508, 0.998, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.489, 3363.443, 1258.551,  61.257,   38.703,  13.228, 748.879, 10000000.000, 0.374, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.819, 3139.876, 1642.821, 119.914,   70.255,  16.292, 699.077, 4018639.000, 0.523, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.513, 3374.145, 1296.599,  61.399,   38.827,  13.221, 751.263, 10000000.000, 0.384, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 3.081, 3430.763, 1373.989, 134.715,   86.727,  13.925, 763.859, 4018639.000, 0.400, 0.996, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=32768/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,              32768, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 8.978, 4032.204, 1188.138,  95.236,   62.685,  11.723, 897.771, 10000000.000, 0.295, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 3.140, 3497.316, 1627.740, 108.163,   63.467,  14.625, 778.797, 4018639.000, 0.465, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 8.383, 3752.335, 1277.916, 100.955,   64.283,  13.670, 836.311, 10000000.000, 0.341, 0.998, 4.487 
page-size-builds/-DPS_I=8192 -DPS_L=4096/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.407, 2690.542, 1553.048,  62.025,   35.258,  16.008, 599.062, 4018639.000, 0.577, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.949, 3119.661, 1258.223,  48.691,   30.116,  13.490, 694.704, 10000000.000, 0.403, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.439, 2717.684, 1548.961,  61.878,   35.390,  16.010, 605.149, 4018639.000, 0.570, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.940, 3116.421, 1257.947,  48.529,   30.306,  13.470, 693.950, 10000000.000, 0.404, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 1.778, 1976.984, 1921.475,  42.669,   20.562,  16.037, 440.587, 4018639.000, 0.972, 0.996, 4.487 
page-size-builds/-DPS_I=8192 -DPS_L=4096/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 5.216, 2342.464, 1239.009,  40.291,   23.661,  12.118, 521.564, 10000000.000, 0.529, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.217, 2478.098, 1266.456,  67.027,   37.850,  16.027, 551.737, 4018639.000, 0.511, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.499, 2911.321, 1065.134,  60.205,   38.115,  14.164, 648.221, 10000000.000, 0.366, 0.997, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.444, 2713.020, 1548.602,  62.093,   35.496,  16.028, 604.159, 4018639.000, 0.571, 0.993, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 6.882, 3085.789, 1257.833,  48.954,   30.684,  13.498, 687.128, 10000000.000, 0.408, 0.998, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.467, 2757.661, 1601.900,  62.217,   35.464,  16.042, 613.998, 4018639.000, 0.581, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 7.046, 3159.718, 1315.139,  48.655,   30.511,  13.491, 703.620, 10000000.000, 0.416, 0.999, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 2.647, 2945.649, 1363.837,  86.152,   48.321,  13.847, 655.881, 4018639.000, 0.463, 0.996, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=4096/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,               4096, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 8.218, 3689.166, 1241.922,  82.022,   51.570,  11.906, 821.521, 10000000.000, 0.337, 1.000, 4.491 
page-size-builds/-DPS_I=8192 -DPS_L=512/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,     -nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,     -nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=8192 -DPS_L=512/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,                8192,                512, data/urls,   4268639,           0, ycsb_d,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
